ts,actual_price,predicted_price,charge_mw,discharge_mw,soc,profit
2024-01-09,59.06,47.579611359975445,0.0,0.0,0.5,0.0
2024-01-10,46.72,48.981804477403124,4.3859244,0.0,0.5394733196,-213.682236768
2024-01-11,60.12,43.87871284123438,0.0,0.0,0.5394733196,0.0
2024-01-12,36.71,42.17563854933803,20.0,0.0,0.7194733196,-774.2
2024-01-13,27.8,29.403635403997512,0.0,0.0,0.7194733196,0.0
2024-01-14,37.64,34.08034737753614,0.0,0.0,0.7194733196,0.0
2024-01-15,36.23,42.702957011418306,0.0,0.0,0.7194733196,0.0
