hour,price,charge_mw,discharge_mw,soc_mwh,ts,actual_price,predicted_price,forecast_error,daily_profit
13,60.15,20.0,0.0,85.777778,2024-01-24 13:00:00,102.04,60.15,41.89000000000001,0.0
14,65.1,4.691358,0.0,90.0,2024-01-24 14:00:00,66.32,65.1,1.2199999999999989,0.0
15,86.53,0.0,0.0,90.0,2024-01-24 15:00:00,85.11,86.53,-1.4200000000000017,0.0
16,112.31,0.0,20.0,67.777778,2024-01-24 16:00:00,110.06,112.31,-2.25,0.0
17,130.21,0.0,20.0,45.555556,2024-01-24 17:00:00,110.89,130.21,-19.320000000000007,0.0
18,105.78,0.0,0.0,45.555556,2024-01-24 18:00:00,101.23,105.78,-4.549999999999997,0.0
19,117.74,0.0,20.0,23.333333,2024-01-24 19:00:00,129.92,117.74,12.179999999999993,0.0
20,107.98,0.0,3.0,20.0,2024-01-24 20:00:00,112.7,107.98,4.719999999999999,0.0
21,97.18,0.0,0.0,20.0,2024-01-24 21:00:00,81.73,97.18,-15.450000000000003,0.0
22,82.13,0.0,0.0,20.0,2024-01-24 22:00:00,49.74,82.13,-32.38999999999999,0.0
23,42.27,0.0,0.0,20.0,2024-01-24 23:00:00,65.83,42.27,23.559999999999995,0.0
0,49.44,0.0,0.0,50.0,2024-01-25 00:00:00,45.52,49.44,-3.9199999999999946,3289.237999999999
1,24.77,20.0,0.0,68.0,2024-01-25 01:00:00,49.11,24.77,24.34,0.0
2,57.21,0.0,12.6,54.0,2024-01-25 02:00:00,27.27,57.21,-29.94,0.0
3,42.31,20.0,0.0,72.0,2024-01-25 03:00:00,41.47,42.31,-0.8400000000000034,0.0
4,36.98,20.0,0.0,90.0,2024-01-25 04:00:00,52.85,36.98,15.870000000000005,0.0
5,59.42,0.0,0.0,90.0,2024-01-25 05:00:00,74.99,59.42,15.569999999999993,0.0
6,53.3,0.0,0.0,90.0,2024-01-25 06:00:00,58.27,53.3,4.970000000000006,0.0
7,77.31,0.0,16.2,72.0,2024-01-25 07:00:00,81.83,77.31,4.519999999999996,0.0
8,51.37,20.0,0.0,90.0,2024-01-25 08:00:00,72.63,51.37,21.259999999999998,0.0
9,92.27,0.0,16.2,72.0,2024-01-25 09:00:00,67.45,92.27,-24.819999999999993,0.0
10,81.58,0.0,0.0,72.0,2024-01-25 10:00:00,57.28,81.58,-24.299999999999997,0.0
11,89.36,0.0,0.0,72.0,2024-01-25 11:00:00,60.52,89.36,-28.839999999999996,0.0
12,64.78,20.0,0.0,90.0,2024-01-25 12:00:00,78.41,64.78,13.629999999999995,0.0
13,102.04,0.0,16.2,72.0,2024-01-25 13:00:00,69.75,102.04,-32.290000000000006,0.0
14,66.32,20.0,0.0,90.0,2024-01-25 14:00:00,72.95,66.32,6.63000000000001,0.0
15,85.11,0.0,0.0,90.0,2024-01-25 15:00:00,87.85,85.11,2.739999999999995,0.0
16,110.06,0.0,3.0,86.666667,2024-01-25 16:00:00,95.85,110.06,-14.210000000000008,0.0
17,110.89,0.0,20.0,64.444444,2024-01-25 17:00:00,118.24,110.89,7.349999999999994,0.0
18,101.23,0.0,0.0,64.444444,2024-01-25 18:00:00,113.8,101.23,12.569999999999993,0.0
19,129.92,0.0,20.0,42.222222,2024-01-25 19:00:00,121.99,129.92,-7.929999999999993,0.0
20,112.7,0.0,20.0,20.0,2024-01-25 20:00:00,107.1,112.7,-5.6000000000000085,0.0
21,81.73,0.0,0.0,20.0,2024-01-25 21:00:00,67.55,81.73,-14.180000000000007,0.0
22,49.74,0.0,0.0,20.0,2024-01-25 22:00:00,70.44,49.74,20.699999999999996,0.0
23,65.83,0.0,0.0,20.0,2024-01-25 23:00:00,26.21,65.83,-39.62,0.0
0,45.52,4.4444444,0.0,54.0,2024-01-26 00:00:00,33.3,45.52,-12.220000000000006,4295.206176320001
1,49.11,0.0,0.0,54.0,2024-01-26 01:00:00,50.57,49.11,1.4600000000000009,0.0
2,27.27,20.0,0.0,72.0,2024-01-26 02:00:00,44.95,27.27,17.680000000000003,0.0
3,41.47,20.0,0.0,90.0,2024-01-26 03:00:00,23.95,41.47,-17.52,0.0
4,52.85,0.0,0.0,90.0,2024-01-26 04:00:00,34.08,52.85,-18.770000000000003,0.0
5,74.99,0.0,0.0,90.0,2024-01-26 05:00:00,22.95,74.99,-52.03999999999999,0.0
6,58.27,0.0,0.0,90.0,2024-01-26 06:00:00,42.74,58.27,-15.530000000000001,0.0
7,81.83,0.0,20.0,67.777778,2024-01-26 07:00:00,65.8,81.83,-16.03,0.0
8,72.63,0.0,0.0,67.777778,2024-01-26 08:00:00,56.35,72.63,-16.279999999999994,0.0
9,67.45,0.0,0.0,67.777778,2024-01-26 09:00:00,68.5,67.45,1.0499999999999972,0.0
10,57.28,20.0,0.0,85.777778,2024-01-26 10:00:00,71.32,57.28,14.039999999999992,0.0
11,60.52,4.691358,0.0,90.0,2024-01-26 11:00:00,75.42,60.52,14.899999999999999,0.0
12,78.41,0.0,0.0,90.0,2024-01-26 12:00:00,87.45,78.41,9.040000000000006,0.0
13,69.75,0.0,0.0,90.0,2024-01-26 13:00:00,72.69,69.75,2.9399999999999977,0.0
14,72.95,0.0,0.0,90.0,2024-01-26 14:00:00,93.04,72.95,20.090000000000003,0.0
15,87.85,0.0,0.0,90.0,2024-01-26 15:00:00,57.85,87.85,-29.999999999999993,0.0
16,95.85,0.0,0.0,90.0,2024-01-26 16:00:00,106.05,95.85,10.200000000000003,0.0
17,118.24,0.0,20.0,67.777778,2024-01-26 17:00:00,93.0,118.24,-25.239999999999995,0.0
18,113.8,0.0,20.0,45.555556,2024-01-26 18:00:00,107.81,113.8,-5.989999999999995,0.0
19,121.99,0.0,20.0,23.333333,2024-01-26 19:00:00,110.87,121.99,-11.11999999999999,0.0
20,107.1,0.0,3.0,20.0,2024-01-26 20:00:00,118.7,107.1,11.600000000000009,0.0
21,67.55,0.0,0.0,20.0,2024-01-26 21:00:00,75.22,67.55,7.670000000000002,0.0
22,70.44,0.0,0.0,20.0,2024-01-26 22:00:00,64.73,70.44,-5.709999999999994,0.0
23,26.21,0.0,0.0,20.0,2024-01-26 23:00:00,46.16,26.21,19.949999999999996,0.0
0,33.3,20.0,0.0,68.0,2024-01-27 00:00:00,36.66,33.3,3.3599999999999994,3207.867183699998
1,50.57,0.0,20.0,45.777778,2024-01-27 01:00:00,43.71,50.57,-6.859999999999999,0.0
2,44.95,0.0,0.0,45.777778,2024-01-27 02:00:00,51.54,44.95,6.589999999999996,0.0
3,23.95,20.0,0.0,63.777778,2024-01-27 03:00:00,61.63,23.95,37.68000000000001,0.0
4,34.08,9.1358025,0.0,72.0,2024-01-27 04:00:00,46.12,34.08,12.04,0.0
5,22.95,20.0,0.0,90.0,2024-01-27 05:00:00,43.77,22.95,20.820000000000004,0.0
6,42.74,0.0,0.0,90.0,2024-01-27 06:00:00,31.05,42.74,-11.690000000000001,0.0
7,65.8,0.0,0.0,90.0,2024-01-27 07:00:00,72.68,65.8,6.88000000000001,0.0
8,56.35,0.0,0.0,90.0,2024-01-27 08:00:00,48.79,56.35,-7.560000000000002,0.0
9,68.5,0.0,0.0,90.0,2024-01-27 09:00:00,48.11,68.5,-20.39,0.0
10,71.32,0.0,0.0,90.0,2024-01-27 10:00:00,58.12,71.32,-13.199999999999996,0.0
11,75.42,0.0,0.0,90.0,2024-01-27 11:00:00,47.78,75.42,-27.64,0.0
12,87.45,0.0,0.0,90.0,2024-01-27 12:00:00,36.01,87.45,-51.440000000000005,0.0
13,72.69,0.0,0.0,90.0,2024-01-27 13:00:00,70.13,72.69,-2.5600000000000023,0.0
14,93.04,0.0,16.2,72.0,2024-01-27 14:00:00,85.21,93.04,-7.8300000000000125,0.0
15,57.85,20.0,0.0,90.0,2024-01-27 15:00:00,81.25,57.85,23.4,0.0
16,106.05,0.0,3.0,86.666667,2024-01-27 16:00:00,83.16,106.05,-22.89,0.0
17,93.0,0.0,0.0,86.666667,2024-01-27 17:00:00,96.66,93.0,3.6599999999999966,0.0
18,107.81,0.0,20.0,64.444444,2024-01-27 18:00:00,104.49,107.81,-3.3200000000000074,0.0
19,110.87,0.0,20.0,42.222222,2024-01-27 19:00:00,102.55,110.87,-8.320000000000007,0.0
20,118.7,0.0,20.0,20.0,2024-01-27 20:00:00,91.36,118.7,-27.340000000000003,0.0
21,75.22,0.0,0.0,20.0,2024-01-27 21:00:00,73.11,75.22,-2.1099999999999994,0.0
22,64.73,0.0,0.0,20.0,2024-01-27 22:00:00,74.4,64.73,9.670000000000002,0.0
23,46.16,0.0,0.0,20.0,2024-01-27 23:00:00,50.96,46.16,4.800000000000004,0.0
0,36.66,20.0,0.0,68.0,2024-01-28 00:00:00,35.75,36.66,-0.9099999999999966,4191.289383449999
1,43.71,20.0,0.0,86.0,2024-01-28 01:00:00,40.17,43.71,-3.539999999999999,0.0
2,51.54,0.0,0.0,86.0,2024-01-28 02:00:00,40.67,51.54,-10.869999999999997,0.0
3,61.63,0.0,20.0,63.777778,2024-01-28 03:00:00,46.13,61.63,-15.5,0.0
4,46.12,0.0,0.0,63.777778,2024-01-28 04:00:00,25.3,46.12,-20.819999999999997,0.0
5,43.77,9.1358025,0.0,72.0,2024-01-28 05:00:00,34.18,43.77,-9.590000000000003,0.0
6,31.05,20.0,0.0,90.0,2024-01-28 06:00:00,39.13,31.05,8.080000000000002,0.0
7,72.68,0.0,20.0,67.777778,2024-01-28 07:00:00,59.2,72.68,-13.480000000000004,0.0
8,48.79,0.0,0.0,67.777778,2024-01-28 08:00:00,56.36,48.79,7.57,0.0
9,48.11,0.0,0.0,67.777778,2024-01-28 09:00:00,36.91,48.11,-11.200000000000003,0.0
10,58.12,0.0,0.0,67.777778,2024-01-28 10:00:00,59.74,58.12,1.6200000000000045,0.0
11,47.78,4.691358,0.0,72.0,2024-01-28 11:00:00,72.95,47.78,25.17,0.0
12,36.01,20.0,0.0,90.0,2024-01-28 12:00:00,59.26,36.01,23.25,0.0
13,70.13,0.0,0.0,90.0,2024-01-28 13:00:00,70.68,70.13,0.5500000000000114,0.0
14,85.21,0.0,0.0,90.0,2024-01-28 14:00:00,77.16,85.21,-8.049999999999997,0.0
15,81.25,0.0,0.0,90.0,2024-01-28 15:00:00,57.13,81.25,-24.119999999999997,0.0
16,83.16,0.0,0.0,90.0,2024-01-28 16:00:00,84.15,83.16,0.9900000000000091,0.0
17,96.66,0.0,20.0,67.777778,2024-01-28 17:00:00,106.21,96.66,9.549999999999997,0.0
18,104.49,0.0,20.0,45.555556,2024-01-28 18:00:00,100.65,104.49,-3.839999999999989,0.0
19,102.55,0.0,20.0,23.333333,2024-01-28 19:00:00,110.94,102.55,8.39,0.0
20,91.36,0.0,3.0,20.0,2024-01-28 20:00:00,87.68,91.36,-3.6799999999999926,0.0
21,73.11,0.0,0.0,20.0,2024-01-28 21:00:00,65.51,73.11,-7.599999999999994,0.0
22,74.4,0.0,0.0,20.0,2024-01-28 22:00:00,62.43,74.4,-11.970000000000006,0.0
23,50.96,0.0,0.0,20.0,2024-01-28 23:00:00,33.95,50.96,-17.009999999999998,0.0
0,35.75,4.4444444,0.0,54.0,2024-01-29 00:00:00,37.25,35.75,1.5,3574.303557300001
1,40.17,0.0,0.0,54.0,2024-01-29 01:00:00,41.72,40.17,1.5499999999999972,0.0
2,40.67,0.0,0.0,54.0,2024-01-29 02:00:00,43.71,40.67,3.039999999999999,0.0
3,46.13,0.0,0.0,54.0,2024-01-29 03:00:00,41.54,46.13,-4.590000000000003,0.0
4,25.3,20.0,0.0,72.0,2024-01-29 04:00:00,42.51,25.3,17.209999999999997,0.0
5,34.18,20.0,0.0,90.0,2024-01-29 05:00:00,54.37,34.18,20.189999999999998,0.0
6,39.13,0.0,0.0,90.0,2024-01-29 06:00:00,210.44,39.13,171.31,0.0
7,59.2,0.0,16.2,72.0,2024-01-29 07:00:00,45.65,59.2,-13.550000000000004,0.0
8,56.36,0.0,0.0,72.0,2024-01-29 08:00:00,57.84,56.36,1.480000000000004,0.0
9,36.91,20.0,0.0,90.0,2024-01-29 09:00:00,41.23,36.91,4.32,0.0
10,59.74,0.0,0.0,90.0,2024-01-29 10:00:00,65.86,59.74,6.119999999999997,0.0
11,72.95,0.0,0.0,90.0,2024-01-29 11:00:00,70.6,72.95,-2.3500000000000085,0.0
12,59.26,0.0,0.0,90.0,2024-01-29 12:00:00,77.64,59.26,18.380000000000003,0.0
13,70.68,0.0,0.0,90.0,2024-01-29 13:00:00,77.5,70.68,6.819999999999993,0.0
14,77.16,0.0,16.2,72.0,2024-01-29 14:00:00,87.44,77.16,10.280000000000001,0.0
15,57.13,20.0,0.0,90.0,2024-01-29 15:00:00,84.37,57.13,27.240000000000002,0.0
16,84.15,0.0,0.0,90.0,2024-01-29 16:00:00,88.47,84.15,4.319999999999993,0.0
17,106.21,0.0,20.0,67.777778,2024-01-29 17:00:00,90.09,106.21,-16.11999999999999,0.0
18,100.65,0.0,20.0,45.555556,2024-01-29 18:00:00,112.09,100.65,11.439999999999998,0.0
19,110.94,0.0,20.0,23.333333,2024-01-29 19:00:00,102.05,110.94,-8.89,0.0
20,87.68,0.0,3.0,20.0,2024-01-29 20:00:00,102.83,87.68,15.149999999999991,0.0
21,65.51,0.0,0.0,20.0,2024-01-29 21:00:00,76.56,65.51,11.049999999999997,0.0
22,62.43,0.0,0.0,20.0,2024-01-29 22:00:00,74.34,62.43,11.910000000000004,0.0
23,33.95,0.0,0.0,20.0,2024-01-29 23:00:00,56.73,33.95,22.779999999999994,0.0
0,37.25,20.0,0.0,68.0,2024-01-30 00:00:00,50.86,37.25,13.61,3654.2851889599997
1,41.72,4.4444444,0.0,72.0,2024-01-30 01:00:00,49.05,41.72,7.329999999999998,0.0
2,43.71,0.0,0.0,72.0,2024-01-30 02:00:00,41.59,43.71,-2.1199999999999974,0.0
3,41.54,20.0,0.0,90.0,2024-01-30 03:00:00,43.9,41.54,2.3599999999999994,0.0
4,42.51,0.0,0.0,90.0,2024-01-30 04:00:00,53.85,42.51,11.340000000000003,0.0
5,54.37,0.0,0.0,90.0,2024-01-30 05:00:00,80.49,54.37,26.119999999999997,0.0
6,210.44,0.0,20.0,67.777778,2024-01-30 06:00:00,45.87,210.44,-164.57,0.0
7,45.65,4.691358,0.0,72.0,2024-01-30 07:00:00,58.99,45.65,13.340000000000003,0.0
8,57.84,0.0,0.0,72.0,2024-01-30 08:00:00,47.32,57.84,-10.520000000000003,0.0
9,41.23,20.0,0.0,90.0,2024-01-30 09:00:00,64.19,41.23,22.96,0.0
10,65.86,0.0,0.0,90.0,2024-01-30 10:00:00,54.72,65.86,-11.14,0.0
11,70.6,0.0,0.0,90.0,2024-01-30 11:00:00,70.73,70.6,0.13000000000000966,0.0
12,77.64,0.0,0.0,90.0,2024-01-30 12:00:00,74.13,77.64,-3.510000000000005,0.0
13,77.5,0.0,0.0,90.0,2024-01-30 13:00:00,70.75,77.5,-6.75,0.0
14,87.44,0.0,0.0,90.0,2024-01-30 14:00:00,58.82,87.44,-28.619999999999997,0.0
15,84.37,0.0,0.0,90.0,2024-01-30 15:00:00,97.82,84.37,13.449999999999989,0.0
16,88.47,0.0,0.0,90.0,2024-01-30 16:00:00,103.2,88.47,14.730000000000004,0.0
17,90.09,0.0,3.0,86.666667,2024-01-30 17:00:00,102.5,90.09,12.409999999999997,0.0
18,112.09,0.0,20.0,64.444444,2024-01-30 18:00:00,101.87,112.09,-10.219999999999999,0.0
19,102.05,0.0,20.0,42.222222,2024-01-30 19:00:00,112.88,102.05,10.829999999999998,0.0
20,102.83,0.0,20.0,20.0,2024-01-30 20:00:00,105.62,102.83,2.7900000000000063,0.0
21,76.56,0.0,0.0,20.0,2024-01-30 21:00:00,94.11,76.56,17.549999999999997,0.0
22,74.34,0.0,0.0,20.0,2024-01-30 22:00:00,73.93,74.34,-0.4099999999999966,0.0
23,56.73,0.0,0.0,20.0,2024-01-30 23:00:00,67.73,56.73,11.000000000000007,0.0
0,50.86,0.0,0.0,50.0,2024-01-31 00:00:00,25.02,50.86,-25.84,3978.794566075
1,49.05,0.0,0.0,50.0,2024-01-31 01:00:00,38.93,49.05,-10.119999999999997,0.0
2,41.59,20.0,0.0,68.0,2024-01-31 02:00:00,56.22,41.59,14.629999999999995,0.0
3,43.9,20.0,0.0,86.0,2024-01-31 03:00:00,31.41,43.9,-12.489999999999998,0.0
4,53.85,0.0,0.0,86.0,2024-01-31 04:00:00,65.24,53.85,11.389999999999993,0.0
5,80.49,0.0,20.0,63.777778,2024-01-31 05:00:00,72.11,80.49,-8.379999999999995,0.0
6,45.87,20.0,0.0,81.777778,2024-01-31 06:00:00,70.6,45.87,24.729999999999997,0.0
7,58.99,0.0,0.0,81.777778,2024-01-31 07:00:00,61.62,58.99,2.6299999999999955,0.0
8,47.32,9.1358025,0.0,90.0,2024-01-31 08:00:00,57.17,47.32,9.850000000000001,0.0
9,64.19,0.0,0.0,90.0,2024-01-31 09:00:00,66.78,64.19,2.5900000000000034,0.0
10,54.72,0.0,0.0,90.0,2024-01-31 10:00:00,49.66,54.72,-5.060000000000002,0.0
11,70.73,0.0,0.0,90.0,2024-01-31 11:00:00,58.86,70.73,-11.870000000000005,0.0
12,74.13,0.0,0.0,90.0,2024-01-31 12:00:00,64.56,74.13,-9.569999999999993,0.0
13,70.75,0.0,0.0,90.0,2024-01-31 13:00:00,74.6,70.75,3.8499999999999943,0.0
14,58.82,0.0,0.0,90.0,2024-01-31 14:00:00,77.02,58.82,18.199999999999996,0.0
15,97.82,0.0,0.0,90.0,2024-01-31 15:00:00,86.93,97.82,-10.889999999999986,0.0
16,103.2,0.0,20.0,67.777778,2024-01-31 16:00:00,107.43,103.2,4.230000000000004,0.0
17,102.5,0.0,3.0,64.444444,2024-01-31 17:00:00,95.92,102.5,-6.579999999999998,0.0
18,101.87,0.0,0.0,64.444444,2024-01-31 18:00:00,117.73,101.87,15.86,0.0
19,112.88,0.0,20.0,42.222222,2024-01-31 19:00:00,105.92,112.88,-6.959999999999994,0.0
20,105.62,0.0,20.0,20.0,2024-01-31 20:00:00,98.65,105.62,-6.969999999999999,0.0
21,94.11,0.0,0.0,20.0,2024-01-31 21:00:00,91.62,94.11,-2.489999999999995,0.0
22,73.93,0.0,0.0,20.0,2024-01-31 22:00:00,74.87,73.93,0.9399999999999977,0.0
23,67.73,0.0,0.0,20.0,2024-01-31 23:00:00,62.9,67.73,-4.830000000000005,0.0
