hour,price,charge_mw,discharge_mw,soc_mwh,ts,actual_price,predicted_price,forecast_error,daily_profit
5,35.44,20.0,0.0,90.0,2024-01-13 05:00:00,31.49,35.44,-3.9499999999999993,0.0
6,55.0,0.0,16.2,72.0,2024-01-13 06:00:00,35.95,55.0,-19.049999999999997,0.0
7,38.93,20.0,0.0,90.0,2024-01-13 07:00:00,36.88,38.93,-2.049999999999997,0.0
8,60.95,0.0,0.0,90.0,2024-01-13 08:00:00,64.01,60.95,3.0600000000000023,0.0
9,61.95,0.0,0.0,90.0,2024-01-13 09:00:00,50.27,61.95,-11.68,0.0
10,48.53,0.0,0.0,90.0,2024-01-13 10:00:00,55.87,48.53,7.339999999999996,0.0
11,53.72,0.0,0.0,90.0,2024-01-13 11:00:00,45.66,53.72,-8.060000000000002,0.0
12,79.42,0.0,0.0,90.0,2024-01-13 12:00:00,60.92,79.42,-18.5,0.0
13,71.68,0.0,0.0,90.0,2024-01-13 13:00:00,47.7,71.68,-23.980000000000004,0.0
14,91.27,0.0,0.0,90.0,2024-01-13 14:00:00,70.91,91.27,-20.36,0.0
15,76.83,0.0,0.0,90.0,2024-01-13 15:00:00,58.55,76.83,-18.28,0.0
16,104.25,0.0,20.0,67.777778,2024-01-13 16:00:00,87.39,104.25,-16.86,0.0
17,89.52,0.0,0.0,67.777778,2024-01-13 17:00:00,84.02,89.52,-5.5,0.0
18,131.46,0.0,20.0,45.555556,2024-01-13 18:00:00,113.85,131.46,-17.610000000000014,0.0
19,109.81,0.0,20.0,23.333333,2024-01-13 19:00:00,122.37,109.81,12.560000000000002,0.0
20,103.69,0.0,3.0,20.0,2024-01-13 20:00:00,88.15,103.69,-15.539999999999992,0.0
21,68.51,0.0,0.0,20.0,2024-01-13 21:00:00,87.2,68.51,18.689999999999998,0.0
22,75.9,0.0,0.0,20.0,2024-01-13 22:00:00,59.18,75.9,-16.720000000000006,0.0
23,62.23,0.0,0.0,20.0,2024-01-13 23:00:00,21.08,62.23,-41.15,0.0
0,27.8,0.0,12.6,36.0,2024-01-14 00:00:00,37.64,27.8,9.84,4315.6332605
1,5.27,20.0,0.0,54.0,2024-01-14 01:00:00,35.52,5.27,30.250000000000004,0.0
2,14.45,20.0,0.0,72.0,2024-01-14 02:00:00,35.98,14.45,21.529999999999998,0.0
3,15.6,20.0,0.0,90.0,2024-01-14 03:00:00,31.76,15.6,16.160000000000004,0.0
4,36.82,0.0,0.0,90.0,2024-01-14 04:00:00,37.1,36.82,0.28000000000000114,0.0
5,31.49,0.0,0.0,90.0,2024-01-14 05:00:00,37.95,31.49,6.460000000000004,0.0
6,35.95,0.0,0.0,90.0,2024-01-14 06:00:00,46.28,35.95,10.329999999999998,0.0
7,36.88,0.0,0.0,90.0,2024-01-14 07:00:00,30.6,36.88,-6.280000000000001,0.0
8,64.01,0.0,20.0,67.777778,2024-01-14 08:00:00,46.23,64.01,-17.78000000000001,0.0
9,50.27,0.0,0.0,67.777778,2024-01-14 09:00:00,32.75,50.27,-17.520000000000003,0.0
10,55.87,0.0,0.0,67.777778,2024-01-14 10:00:00,293.45,55.87,237.57999999999998,0.0
11,45.66,20.0,0.0,85.777778,2024-01-14 11:00:00,50.62,45.66,4.960000000000001,0.0
12,60.92,0.0,0.0,85.777778,2024-01-14 12:00:00,52.6,60.92,-8.32,0.0
13,47.7,4.691358,0.0,90.0,2024-01-14 13:00:00,48.25,47.7,0.5499999999999972,0.0
14,70.91,0.0,0.0,90.0,2024-01-14 14:00:00,71.18,70.91,0.27000000000001023,0.0
15,58.55,0.0,0.0,90.0,2024-01-14 15:00:00,67.5,58.55,8.950000000000003,0.0
16,87.39,0.0,3.0,86.666667,2024-01-14 16:00:00,73.17,87.39,-14.219999999999999,0.0
17,84.02,0.0,0.0,86.666667,2024-01-14 17:00:00,71.54,84.02,-12.47999999999999,0.0
18,113.85,0.0,20.0,64.444444,2024-01-14 18:00:00,101.76,113.85,-12.08999999999999,0.0
19,122.37,0.0,20.0,42.222222,2024-01-14 19:00:00,113.72,122.37,-8.650000000000006,0.0
20,88.15,0.0,20.0,20.0,2024-01-14 20:00:00,102.61,88.15,14.459999999999994,0.0
21,87.2,0.0,0.0,20.0,2024-01-14 21:00:00,74.07,87.2,-13.13000000000001,0.0
22,59.18,0.0,0.0,20.0,2024-01-14 22:00:00,54.12,59.18,-5.060000000000002,0.0
23,21.08,0.0,0.0,20.0,2024-01-14 23:00:00,49.8,21.08,28.72,0.0
0,37.64,0.0,0.0,50.0,2024-01-15 00:00:00,36.23,37.64,-1.4100000000000037,2843.571902739999
1,35.52,0.0,0.0,50.0,2024-01-15 01:00:00,38.93,35.52,3.4099999999999966,0.0
2,35.98,0.0,0.0,50.0,2024-01-15 02:00:00,33.13,35.98,-2.8499999999999943,0.0
3,31.76,20.0,0.0,68.0,2024-01-15 03:00:00,53.3,31.76,21.539999999999996,0.0
4,37.1,0.0,0.0,68.0,2024-01-15 04:00:00,54.59,37.1,17.490000000000002,0.0
5,37.95,0.0,0.0,68.0,2024-01-15 05:00:00,50.14,37.95,12.189999999999998,0.0
6,46.28,0.0,12.6,54.0,2024-01-15 06:00:00,76.99,46.28,30.709999999999994,0.0
7,30.6,20.0,0.0,72.0,2024-01-15 07:00:00,61.03,30.6,30.43,0.0
8,46.23,0.0,0.0,72.0,2024-01-15 08:00:00,67.8,46.23,21.57,0.0
9,32.75,20.0,0.0,90.0,2024-01-15 09:00:00,62.95,32.75,30.200000000000003,0.0
10,293.45,0.0,20.0,67.777778,2024-01-15 10:00:00,53.35,293.45,-240.1,0.0
11,50.62,4.691358,0.0,72.0,2024-01-15 11:00:00,58.97,50.62,8.350000000000001,0.0
12,52.6,0.0,0.0,72.0,2024-01-15 12:00:00,71.21,52.6,18.609999999999992,0.0
13,48.25,20.0,0.0,90.0,2024-01-15 13:00:00,73.26,48.25,25.010000000000005,0.0
14,71.18,0.0,0.0,90.0,2024-01-15 14:00:00,91.59,71.18,20.409999999999997,0.0
15,67.5,0.0,0.0,90.0,2024-01-15 15:00:00,77.43,67.5,9.930000000000007,0.0
16,73.17,0.0,0.0,90.0,2024-01-15 16:00:00,92.79,73.17,19.620000000000005,0.0
17,71.54,0.0,0.0,90.0,2024-01-15 17:00:00,103.01,71.54,31.47,0.0
18,101.76,0.0,20.0,67.777778,2024-01-15 18:00:00,116.6,101.76,14.83999999999999,0.0
19,113.72,0.0,20.0,45.555556,2024-01-15 19:00:00,112.17,113.72,-1.5499999999999972,0.0
20,102.61,0.0,20.0,23.333333,2024-01-15 20:00:00,85.36,102.61,-17.25,0.0
21,74.07,0.0,3.0,20.0,2024-01-15 21:00:00,57.31,74.07,-16.75999999999999,0.0
22,54.12,0.0,0.0,20.0,2024-01-15 22:00:00,57.79,54.12,3.6700000000000017,0.0
23,49.8,0.0,0.0,20.0,2024-01-15 23:00:00,49.07,49.8,-0.7299999999999969,0.0
0,36.23,20.0,0.0,68.0,2024-01-16 00:00:00,31.34,36.23,-4.889999999999997,3764.2562242640006
1,38.93,4.4444444,0.0,72.0,2024-01-16 01:00:00,43.94,38.93,5.009999999999998,0.0
2,33.13,20.0,0.0,90.0,2024-01-16 02:00:00,55.31,33.13,22.18,0.0
3,53.3,0.0,0.0,90.0,2024-01-16 03:00:00,53.03,53.3,-0.269999999999996,0.0
4,54.59,0.0,0.0,90.0,2024-01-16 04:00:00,52.08,54.59,-2.510000000000005,0.0
5,50.14,0.0,0.0,90.0,2024-01-16 05:00:00,61.44,50.14,11.299999999999997,0.0
6,76.99,0.0,16.2,72.0,2024-01-16 06:00:00,49.12,76.99,-27.869999999999997,0.0
7,61.03,0.0,0.0,72.0,2024-01-16 07:00:00,54.5,61.03,-6.530000000000001,0.0
8,67.8,0.0,0.0,72.0,2024-01-16 08:00:00,68.5,67.8,0.7000000000000028,0.0
9,62.95,0.0,0.0,72.0,2024-01-16 09:00:00,57.11,62.95,-5.840000000000003,0.0
10,53.35,20.0,0.0,90.0,2024-01-16 10:00:00,62.59,53.35,9.240000000000002,0.0
11,58.97,0.0,0.0,90.0,2024-01-16 11:00:00,90.68,58.97,31.710000000000008,0.0
12,71.21,0.0,0.0,90.0,2024-01-16 12:00:00,71.45,71.21,0.2400000000000091,0.0
13,73.26,0.0,0.0,90.0,2024-01-16 13:00:00,97.52,73.26,24.25999999999999,0.0
14,91.59,0.0,0.0,90.0,2024-01-16 14:00:00,59.25,91.59,-32.34,0.0
15,77.43,0.0,0.0,90.0,2024-01-16 15:00:00,75.39,77.43,-2.0400000000000063,0.0
16,92.79,0.0,3.0,86.666667,2024-01-16 16:00:00,102.43,92.79,9.64,0.0
17,103.01,0.0,20.0,64.444444,2024-01-16 17:00:00,105.85,103.01,2.839999999999989,0.0
18,116.6,0.0,20.0,42.222222,2024-01-16 18:00:00,89.82,116.6,-26.78,0.0
19,112.17,0.0,20.0,20.0,2024-01-16 19:00:00,110.76,112.17,-1.4099999999999966,0.0
20,85.36,0.0,0.0,20.0,2024-01-16 20:00:00,133.14,85.36,47.77999999999999,0.0
21,57.31,0.0,0.0,20.0,2024-01-16 21:00:00,87.58,57.31,30.269999999999996,0.0
22,57.79,0.0,0.0,20.0,2024-01-16 22:00:00,73.54,57.79,15.750000000000007,0.0
23,49.07,0.0,0.0,20.0,2024-01-16 23:00:00,48.76,49.07,-0.3100000000000023,0.0
0,31.34,20.0,0.0,68.0,2024-01-17 00:00:00,45.2,31.34,13.860000000000003,4443.740890576
1,43.94,20.0,0.0,86.0,2024-01-17 01:00:00,45.27,43.94,1.3300000000000054,0.0
2,55.31,0.0,0.0,86.0,2024-01-17 02:00:00,59.7,55.31,4.390000000000001,0.0
3,53.03,0.0,0.0,86.0,2024-01-17 03:00:00,59.77,53.03,6.740000000000002,0.0
4,52.08,0.0,0.0,86.0,2024-01-17 04:00:00,51.95,52.08,-0.12999999999999545,0.0
5,61.44,0.0,0.0,86.0,2024-01-17 05:00:00,52.64,61.44,-8.799999999999997,0.0
6,49.12,4.4444444,0.0,90.0,2024-01-17 06:00:00,35.96,49.12,-13.159999999999997,0.0
7,54.5,0.0,0.0,90.0,2024-01-17 07:00:00,40.56,54.5,-13.939999999999998,0.0
8,68.5,0.0,0.0,90.0,2024-01-17 08:00:00,58.7,68.5,-9.799999999999997,0.0
9,57.11,0.0,0.0,90.0,2024-01-17 09:00:00,74.96,57.11,17.849999999999994,0.0
10,62.59,0.0,0.0,90.0,2024-01-17 10:00:00,82.13,62.59,19.539999999999992,0.0
11,90.68,0.0,0.0,90.0,2024-01-17 11:00:00,58.66,90.68,-32.02000000000001,0.0
12,71.45,0.0,0.0,90.0,2024-01-17 12:00:00,52.65,71.45,-18.800000000000004,0.0
13,97.52,0.0,16.2,72.0,2024-01-17 13:00:00,90.51,97.52,-7.009999999999991,0.0
14,59.25,20.0,0.0,90.0,2024-01-17 14:00:00,71.44,59.25,12.189999999999998,0.0
15,75.39,0.0,0.0,90.0,2024-01-17 15:00:00,65.4,75.39,-9.989999999999995,0.0
16,102.43,0.0,3.0,86.666667,2024-01-17 16:00:00,84.33,102.43,-18.10000000000001,0.0
17,105.85,0.0,20.0,64.444444,2024-01-17 17:00:00,100.87,105.85,-4.97999999999999,0.0
18,89.82,0.0,0.0,64.444444,2024-01-17 18:00:00,130.75,89.82,40.93000000000001,0.0
19,110.76,0.0,20.0,42.222222,2024-01-17 19:00:00,124.91,110.76,14.149999999999991,0.0
20,133.14,0.0,20.0,20.0,2024-01-17 20:00:00,94.71,133.14,-38.42999999999999,0.0
21,87.58,0.0,0.0,20.0,2024-01-17 21:00:00,102.21,87.58,14.629999999999995,0.0
22,73.54,0.0,0.0,20.0,2024-01-17 22:00:00,67.17,73.54,-6.3700000000000045,0.0
23,48.76,0.0,0.0,20.0,2024-01-17 23:00:00,67.81,48.76,19.050000000000004,0.0
0,45.2,4.4444444,0.0,54.0,2024-01-18 00:00:00,63.9,45.2,18.699999999999996,3310.06425074
1,45.27,0.0,0.0,54.0,2024-01-18 01:00:00,41.44,45.27,-3.8300000000000054,0.0
2,59.7,0.0,0.0,54.0,2024-01-18 02:00:00,52.67,59.7,-7.030000000000001,0.0
3,59.77,0.0,0.0,54.0,2024-01-18 03:00:00,39.37,59.77,-20.400000000000006,0.0
4,51.95,0.0,0.0,54.0,2024-01-18 04:00:00,56.17,51.95,4.219999999999999,0.0
5,52.64,0.0,0.0,54.0,2024-01-18 05:00:00,58.72,52.64,6.079999999999998,0.0
6,35.96,20.0,0.0,72.0,2024-01-18 06:00:00,68.69,35.96,32.73,0.0
7,40.56,20.0,0.0,90.0,2024-01-18 07:00:00,80.38,40.56,39.81999999999999,0.0
8,58.7,0.0,0.0,90.0,2024-01-18 08:00:00,67.59,58.7,8.89,0.0
9,74.96,0.0,0.0,90.0,2024-01-18 09:00:00,64.9,74.96,-10.059999999999988,0.0
10,82.13,0.0,20.0,67.777778,2024-01-18 10:00:00,69.99,82.13,-12.14,0.0
11,58.66,4.691358,0.0,72.0,2024-01-18 11:00:00,34.35,58.66,-24.309999999999995,0.0
12,52.65,20.0,0.0,90.0,2024-01-18 12:00:00,66.55,52.65,13.899999999999999,0.0
13,90.51,0.0,16.2,72.0,2024-01-18 13:00:00,91.72,90.51,1.2099999999999937,0.0
14,71.44,0.0,0.0,72.0,2024-01-18 14:00:00,94.81,71.44,23.370000000000005,0.0
15,65.4,20.0,0.0,90.0,2024-01-18 15:00:00,78.75,65.4,13.349999999999994,0.0
16,84.33,0.0,0.0,90.0,2024-01-18 16:00:00,99.57,84.33,15.239999999999995,0.0
17,100.87,0.0,3.0,86.666667,2024-01-18 17:00:00,106.74,100.87,5.86999999999999,0.0
18,130.75,0.0,20.0,64.444444,2024-01-18 18:00:00,123.38,130.75,-7.3700000000000045,0.0
19,124.91,0.0,20.0,42.222222,2024-01-18 19:00:00,143.16,124.91,18.25,0.0
20,94.71,0.0,0.0,42.222222,2024-01-18 20:00:00,111.85,94.71,17.14,0.0
21,102.21,0.0,20.0,20.0,2024-01-18 21:00:00,74.13,102.21,-28.08,0.0
22,67.17,0.0,0.0,20.0,2024-01-18 22:00:00,67.65,67.17,0.480000000000004,0.0
23,67.81,0.0,0.0,20.0,2024-01-18 23:00:00,71.75,67.81,3.9399999999999977,0.0
0,63.9,0.0,0.0,50.0,2024-01-19 00:00:00,27.16,63.9,-36.739999999999995,4406.118002431998
1,41.44,20.0,0.0,68.0,2024-01-19 01:00:00,41.02,41.44,-0.4199999999999946,0.0
2,52.67,4.4444444,0.0,72.0,2024-01-19 02:00:00,52.72,52.67,0.04999999999999716,0.0
3,39.37,20.0,0.0,90.0,2024-01-19 03:00:00,60.09,39.37,20.720000000000006,0.0
4,56.17,0.0,0.0,90.0,2024-01-19 04:00:00,56.26,56.17,0.0899999999999963,0.0
5,58.72,0.0,0.0,90.0,2024-01-19 05:00:00,42.89,58.72,-15.829999999999998,0.0
6,68.69,0.0,0.0,90.0,2024-01-19 06:00:00,63.6,68.69,-5.089999999999996,0.0
7,80.38,0.0,16.2,72.0,2024-01-19 07:00:00,66.44,80.38,-13.939999999999998,0.0
8,67.59,0.0,0.0,72.0,2024-01-19 08:00:00,65.19,67.59,-2.4000000000000057,0.0
9,64.9,0.0,0.0,72.0,2024-01-19 09:00:00,62.15,64.9,-2.750000000000007,0.0
10,69.99,0.0,0.0,72.0,2024-01-19 10:00:00,65.53,69.99,-4.459999999999994,0.0
11,34.35,20.0,0.0,90.0,2024-01-19 11:00:00,60.59,34.35,26.240000000000002,0.0
12,66.55,0.0,0.0,90.0,2024-01-19 12:00:00,104.88,66.55,38.33,0.0
13,91.72,0.0,0.0,90.0,2024-01-19 13:00:00,80.04,91.72,-11.679999999999993,0.0
14,94.81,0.0,0.0,90.0,2024-01-19 14:00:00,86.86,94.81,-7.950000000000003,0.0
15,78.75,0.0,0.0,90.0,2024-01-19 15:00:00,81.93,78.75,3.180000000000007,0.0
16,99.57,0.0,0.0,90.0,2024-01-19 16:00:00,106.07,99.57,6.5,0.0
17,106.74,0.0,3.0,86.666667,2024-01-19 17:00:00,89.73,106.74,-17.00999999999999,0.0
18,123.38,0.0,20.0,64.444444,2024-01-19 18:00:00,98.0,123.38,-25.379999999999995,0.0
19,143.16,0.0,20.0,42.222222,2024-01-19 19:00:00,113.57,143.16,-29.590000000000003,0.0
20,111.85,0.0,20.0,20.0,2024-01-19 20:00:00,129.24,111.85,17.390000000000015,0.0
21,74.13,0.0,0.0,20.0,2024-01-19 21:00:00,100.23,74.13,26.10000000000001,0.0
22,67.65,0.0,0.0,20.0,2024-01-19 22:00:00,61.77,67.65,-5.880000000000003,0.0
23,71.75,0.0,0.0,20.0,2024-01-19 23:00:00,61.02,71.75,-10.729999999999997,0.0
0,27.16,20.0,0.0,68.0,2024-01-20 00:00:00,27.83,27.16,0.6699999999999982,4022.2360000000003
1,41.02,20.0,0.0,86.0,2024-01-20 01:00:00,39.7,41.02,-1.3200000000000003,0.0
2,52.72,0.0,0.0,86.0,2024-01-20 02:00:00,37.84,52.72,-14.879999999999995,0.0
3,60.09,0.0,12.6,72.0,2024-01-20 03:00:00,45.94,60.09,-14.150000000000006,0.0
4,56.26,0.0,0.0,72.0,2024-01-20 04:00:00,18.83,56.26,-37.43,0.0
5,42.89,20.0,0.0,90.0,2024-01-20 05:00:00,27.09,42.89,-15.8,0.0
6,63.6,0.0,0.0,90.0,2024-01-20 06:00:00,48.83,63.6,-14.770000000000003,0.0
7,66.44,0.0,0.0,90.0,2024-01-20 07:00:00,38.23,66.44,-28.21,0.0
8,65.19,0.0,0.0,90.0,2024-01-20 08:00:00,38.26,65.19,-26.93,0.0
9,62.15,0.0,0.0,90.0,2024-01-20 09:00:00,54.24,62.15,-7.909999999999997,0.0
10,65.53,0.0,0.0,90.0,2024-01-20 10:00:00,44.5,65.53,-21.03,0.0
11,60.59,0.0,0.0,90.0,2024-01-20 11:00:00,84.59,60.59,24.0,0.0
12,104.88,0.0,19.2,68.666667,2024-01-20 12:00:00,53.26,104.88,-51.62,0.0
13,80.04,20.0,0.0,86.666667,2024-01-20 13:00:00,63.52,80.04,-16.520000000000003,0.0
14,86.86,0.0,0.0,86.666667,2024-01-20 14:00:00,73.63,86.86,-13.230000000000004,0.0
15,81.93,0.0,0.0,86.666667,2024-01-20 15:00:00,56.24,81.93,-25.690000000000005,0.0
16,106.07,0.0,20.0,64.444444,2024-01-20 16:00:00,89.94,106.07,-16.129999999999995,0.0
17,89.73,0.0,0.0,64.444444,2024-01-20 17:00:00,103.33,89.73,13.599999999999994,0.0
18,98.0,0.0,0.0,64.444444,2024-01-20 18:00:00,101.93,98.0,3.930000000000007,0.0
19,113.57,0.0,20.0,42.222222,2024-01-20 19:00:00,108.64,113.57,-4.929999999999993,0.0
20,129.24,0.0,20.0,20.0,2024-01-20 20:00:00,97.78,129.24,-31.460000000000008,0.0
21,100.23,0.0,0.0,20.0,2024-01-20 21:00:00,88.64,100.23,-11.590000000000003,0.0
22,61.77,0.0,0.0,20.0,2024-01-20 22:00:00,91.26,61.77,29.490000000000002,0.0
23,61.02,0.0,0.0,20.0,2024-01-20 23:00:00,33.26,61.02,-27.760000000000005,0.0
0,27.83,20.0,0.0,68.0,2024-01-21 00:00:00,19.17,27.83,-8.659999999999997,2053.37819994
1,39.7,0.0,0.0,68.0,2024-01-21 01:00:00,34.3,39.7,-5.400000000000006,0.0
2,37.84,0.0,0.0,68.0,2024-01-21 02:00:00,7.11,37.84,-30.730000000000004,0.0
3,45.94,0.0,12.6,54.0,2024-01-21 03:00:00,43.59,45.94,-2.3499999999999943,0.0
4,18.83,20.0,0.0,72.0,2024-01-21 04:00:00,39.04,18.83,20.21,0.0
5,27.09,20.0,0.0,90.0,2024-01-21 05:00:00,141.4,27.09,114.31,0.0
6,48.83,0.0,0.0,90.0,2024-01-21 06:00:00,41.86,48.83,-6.969999999999999,0.0
7,38.23,0.0,0.0,90.0,2024-01-21 07:00:00,54.42,38.23,16.190000000000005,0.0
8,38.26,0.0,0.0,90.0,2024-01-21 08:00:00,56.41,38.26,18.15,0.0
9,54.24,0.0,0.0,90.0,2024-01-21 09:00:00,59.53,54.24,5.289999999999999,0.0
10,44.5,0.0,0.0,90.0,2024-01-21 10:00:00,39.12,44.5,-5.380000000000003,0.0
11,84.59,0.0,20.0,67.777778,2024-01-21 11:00:00,64.01,84.59,-20.58,0.0
12,53.26,20.0,0.0,85.777778,2024-01-21 12:00:00,87.9,53.26,34.64000000000001,0.0
13,63.52,0.0,0.0,85.777778,2024-01-21 13:00:00,67.77,63.52,4.249999999999993,0.0
14,73.63,0.0,0.0,85.777778,2024-01-21 14:00:00,71.38,73.63,-2.25,0.0
15,56.24,4.691358,0.0,90.0,2024-01-21 15:00:00,95.57,56.24,39.32999999999999,0.0
16,89.94,0.0,0.0,90.0,2024-01-21 16:00:00,73.08,89.94,-16.86,0.0
17,103.33,0.0,20.0,67.777778,2024-01-21 17:00:00,109.88,103.33,6.549999999999997,0.0
18,101.93,0.0,20.0,45.555556,2024-01-21 18:00:00,100.56,101.93,-1.3700000000000045,0.0
19,108.64,0.0,20.0,23.333333,2024-01-21 19:00:00,113.24,108.64,4.599999999999994,0.0
20,97.78,0.0,3.0,20.0,2024-01-21 20:00:00,103.16,97.78,5.3799999999999955,0.0
21,88.64,0.0,0.0,20.0,2024-01-21 21:00:00,75.17,88.64,-13.469999999999999,0.0
22,91.26,0.0,0.0,20.0,2024-01-21 22:00:00,55.39,91.26,-35.870000000000005,0.0
23,33.26,0.0,0.0,20.0,2024-01-21 23:00:00,59.67,33.26,26.410000000000004,0.0
0,19.17,20.0,0.0,68.0,2024-01-22 00:00:00,26.45,19.17,7.279999999999998,2896.4964463880015
1,34.3,4.4444444,0.0,72.0,2024-01-22 01:00:00,41.73,34.3,7.43,0.0
2,7.11,20.0,0.0,90.0,2024-01-22 02:00:00,52.91,7.11,45.8,0.0
3,43.59,0.0,0.0,90.0,2024-01-22 03:00:00,43.22,43.59,-0.37000000000000455,0.0
4,39.04,0.0,0.0,90.0,2024-01-22 04:00:00,49.48,39.04,10.439999999999998,0.0
5,141.4,0.0,20.0,67.777778,2024-01-22 05:00:00,28.66,141.4,-112.74000000000001,0.0
6,41.86,20.0,0.0,85.777778,2024-01-22 06:00:00,49.07,41.86,7.210000000000001,0.0
7,54.42,0.0,0.0,85.777778,2024-01-22 07:00:00,67.49,54.42,13.069999999999993,0.0
8,56.41,0.0,0.0,85.777778,2024-01-22 08:00:00,55.18,56.41,-1.2299999999999969,0.0
9,59.53,0.0,12.4,72.0,2024-01-22 09:00:00,52.35,59.53,-7.18,0.0
10,39.12,20.0,0.0,90.0,2024-01-22 10:00:00,79.57,39.12,40.449999999999996,0.0
11,64.01,0.0,0.0,90.0,2024-01-22 11:00:00,79.15,64.01,15.14,0.0
12,87.9,0.0,0.0,90.0,2024-01-22 12:00:00,62.88,87.9,-25.020000000000003,0.0
13,67.77,0.0,0.0,90.0,2024-01-22 13:00:00,81.08,67.77,13.310000000000002,0.0
14,71.38,0.0,0.0,90.0,2024-01-22 14:00:00,71.22,71.38,-0.1599999999999966,0.0
15,95.57,0.0,16.2,72.0,2024-01-22 15:00:00,85.31,95.57,-10.259999999999991,0.0
16,73.08,20.0,0.0,90.0,2024-01-22 16:00:00,95.63,73.08,22.549999999999997,0.0
17,109.88,0.0,20.0,67.777778,2024-01-22 17:00:00,96.97,109.88,-12.909999999999997,0.0
18,100.56,0.0,3.0,64.444444,2024-01-22 18:00:00,124.63,100.56,24.069999999999993,0.0
19,113.24,0.0,20.0,42.222222,2024-01-22 19:00:00,126.17,113.24,12.930000000000007,0.0
20,103.16,0.0,20.0,20.0,2024-01-22 20:00:00,107.28,103.16,4.1200000000000045,0.0
21,75.17,0.0,0.0,20.0,2024-01-22 21:00:00,91.7,75.17,16.53,0.0
22,55.39,0.0,0.0,20.0,2024-01-22 22:00:00,49.98,55.39,-5.410000000000004,0.0
23,59.67,0.0,0.0,20.0,2024-01-22 23:00:00,75.34,59.67,15.670000000000002,0.0
0,26.45,20.0,0.0,68.0,2024-01-23 00:00:00,47.37,26.45,20.919999999999998,3882.5373350359996
1,41.73,4.4444444,0.0,72.0,2024-01-23 01:00:00,36.31,41.73,-5.419999999999995,0.0
2,52.91,0.0,0.0,72.0,2024-01-23 02:00:00,49.68,52.91,-3.229999999999997,0.0
3,43.22,0.0,0.0,72.0,2024-01-23 03:00:00,55.6,43.22,12.380000000000003,0.0
4,49.48,0.0,0.0,72.0,2024-01-23 04:00:00,57.85,49.48,8.370000000000005,0.0
5,28.66,20.0,0.0,90.0,2024-01-23 05:00:00,39.21,28.66,10.55,0.0
6,49.07,0.0,0.0,90.0,2024-01-23 06:00:00,71.01,49.07,21.940000000000005,0.0
7,67.49,0.0,0.0,90.0,2024-01-23 07:00:00,60.64,67.49,-6.849999999999994,0.0
8,55.18,0.0,0.0,90.0,2024-01-23 08:00:00,68.83,55.18,13.649999999999999,0.0
9,52.35,0.0,0.0,90.0,2024-01-23 09:00:00,59.77,52.35,7.420000000000002,0.0
10,79.57,0.0,0.0,90.0,2024-01-23 10:00:00,83.57,79.57,4.0,0.0
11,79.15,0.0,0.0,90.0,2024-01-23 11:00:00,73.97,79.15,-5.180000000000007,0.0
12,62.88,0.0,0.0,90.0,2024-01-23 12:00:00,89.97,62.88,27.089999999999996,0.0
13,81.08,0.0,0.0,90.0,2024-01-23 13:00:00,60.15,81.08,-20.93,0.0
14,71.22,0.0,0.0,90.0,2024-01-23 14:00:00,65.1,71.22,-6.1200000000000045,0.0
15,85.31,0.0,0.0,90.0,2024-01-23 15:00:00,86.53,85.31,1.2199999999999989,0.0
16,95.63,0.0,0.0,90.0,2024-01-23 16:00:00,112.31,95.63,16.680000000000007,0.0
17,96.97,0.0,3.0,86.666667,2024-01-23 17:00:00,130.21,96.97,33.24000000000001,0.0
18,124.63,0.0,20.0,64.444444,2024-01-23 18:00:00,105.78,124.63,-18.849999999999994,0.0
19,126.17,0.0,20.0,42.222222,2024-01-23 19:00:00,117.74,126.17,-8.430000000000007,0.0
20,107.28,0.0,20.0,20.0,2024-01-23 20:00:00,107.98,107.28,0.7000000000000028,0.0
21,91.7,0.0,0.0,20.0,2024-01-23 21:00:00,97.18,91.7,5.480000000000004,0.0
22,49.98,20.0,0.0,38.0,2024-01-23 22:00:00,82.13,49.98,32.15,0.0
23,75.34,0.0,16.2,20.0,2024-01-23 23:00:00,42.27,75.34,-33.07,0.0
0,47.37,4.4444444,0.0,54.0,2024-01-24 00:00:00,49.44,47.37,2.0700000000000003,4091.3642015039986
1,36.31,20.0,0.0,72.0,2024-01-24 01:00:00,24.77,36.31,-11.540000000000003,0.0
2,49.68,0.0,0.0,72.0,2024-01-24 02:00:00,57.21,49.68,7.530000000000001,0.0
3,55.6,0.0,0.0,72.0,2024-01-24 03:00:00,42.31,55.6,-13.29,0.0
4,57.85,0.0,0.0,72.0,2024-01-24 04:00:00,36.98,57.85,-20.870000000000005,0.0
5,39.21,20.0,0.0,90.0,2024-01-24 05:00:00,59.42,39.21,20.21,0.0
6,71.01,0.0,0.0,90.0,2024-01-24 06:00:00,53.3,71.01,-17.710000000000008,0.0
7,60.64,0.0,0.0,90.0,2024-01-24 07:00:00,77.31,60.64,16.67,0.0
8,68.83,0.0,0.0,90.0,2024-01-24 08:00:00,51.37,68.83,-17.46,0.0
9,59.77,0.0,0.0,90.0,2024-01-24 09:00:00,92.27,59.77,32.49999999999999,0.0
10,83.57,0.0,0.0,90.0,2024-01-24 10:00:00,81.58,83.57,-1.9899999999999949,0.0
11,73.97,0.0,0.0,90.0,2024-01-24 11:00:00,89.36,73.97,15.39,0.0
12,89.97,0.0,20.0,67.777778,2024-01-24 12:00:00,64.78,89.97,-25.189999999999998,0.0
